# stan_version_major = 2
# stan_version_minor = 18
# stan_version_patch = 0
# model = sho_group_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 4
# data
#   file = sho_group.data.R
# init = 2 (Default)
# random
#   seed = 2534141114
# output
#   file = mpi_sample.4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma.1.1,sigma.2.1,sigma.1.2,sigma.2.2,theta.1.1,theta.2.1,y.1.1,y.2.1,y.1.2,y.2.2,y.1.3,y.2.3,y.1.4,y.2.4,y.1.5,y.2.5,y.1.6,y.2.6,y.1.7,y.2.7,y.1.8,y.2.8,y.1.9,y.2.9,y.1.10,y.2.10,y.1.11,y.2.11,y.1.12,y.2.12,y.1.13,y.2.13,y.1.14,y.2.14
# Adaptation terminated
# Step size = 0.605946
# Diagonal elements of inverse mass matrix:
# 0.0670025, 0.062195, 0.0557594, 0.0943102, 0.0246215, 0.028022
-11.9313,1,0.605946,3,7,0,15.0641,1.05911,1.12297,1.05004,0.888891,3.3006,3.37131,0.0850306,0.71486,0.252094,-0.0334197,0.192908,-0.0624347,0.138325,-0.0465445,0.0987385,-0.0333154,0.0704581,-0.023778,0.0130346,-0.00439895,0.0847471,0.709812,0.247672,-0.0336918,0.190112,-0.0602061,0.137423,-0.0450568,0.0989558,-0.0325177,0.0712383,-0.023413,0.0137733,-0.00452673
-11.753,0.922075,0.605946,3,7,0,14.3658,1.09084,1.02004,0.993759,0.49393,3.06992,3.01872,0.0859644,0.731575,0.267574,-0.0318799,0.202732,-0.0705793,0.141182,-0.0519958,0.0975576,-0.036119,0.0673621,-0.0249524,0.0105685,-0.00391503,0.0861736,0.735337,0.271244,-0.0313802,0.205074,-0.0725885,0.141792,-0.0533472,0.0971814,-0.0367862,0.0665456,-0.0252055,0.0100132,-0.00379299
-15.1036,0.711392,0.605946,2,3,0,16.5981,0.996128,0.82706,1.02374,0.385803,3.56701,3.0149,0.0839693,0.696029,0.236148,-0.0340542,0.182833,-0.054606,0.134887,-0.0413161,0.0992706,-0.0304462,0.0730493,-0.0224057,0.0157609,-0.00483419,0.0861892,0.735619,0.271522,-0.0313403,0.205252,-0.0727419,0.141837,-0.0534505,0.0971514,-0.0368368,0.0664824,-0.0252243,0.00997165,-0.00378365
-14.9893,0.921346,0.605946,3,7,0,19.1052,1.13722,1.19768,0.684427,1.41425,2.76229,2.69754,0.0872317,0.754475,0.291063,-0.0277901,0.217838,-0.0839456,0.144655,-0.0610719,0.0945072,-0.0404066,0.0615967,-0.0263847,0.00723014,-0.003098,0.0875017,0.759385,0.296477,-0.0265486,0.221368,-0.0871938,0.145313,-0.0633157,0.0935859,-0.0414011,0.0600872,-0.0266469,0.0065371,-0.00290041
-13.2916,0.998505,0.605946,3,7,0,16.7911,1.06312,0.814997,0.895598,0.909824,2.5231,3.6724,0.0882347,0.772774,0.311973,-0.0223816,0.231601,-0.0968261,0.146911,-0.0700861,0.0904866,-0.0442637,0.0553912,-0.0272387,0.00472377,-0.00232624,0.0835545,0.688717,0.230345,-0.0340494,0.179168,-0.0518997,0.133507,-0.0395034,0.0992909,-0.0294076,0.0738377,-0.0218699,0.0167923,-0.00497371
-13.3019,0.9996,0.605946,3,7,0,15.1956,1.35964,1.04353,0.664728,0.621444,3.79079,2.89682,0.083092,0.680596,0.224139,-0.0339077,0.175242,-0.0490884,0.131952,-0.037614,0.0992096,-0.0283001,0.0745875,-0.0212771,0.0179153,-0.00511058,0.0866744,0.744373,0.280356,-0.0299163,0.210915,-0.0777047,0.143198,-0.0568067,0.0960872,-0.0384471,0.0643831,-0.0257885,0.00868716,-0.00348013
-11.6703,1,0.605946,3,7,0,13.6475,1.0993,1.05729,0.753356,0.78797,3.41792,2.9553,0.084561,0.706505,0.244834,-0.0338274,0.188319,-0.0587995,0.136823,-0.0441178,0.099067,-0.0320066,0.0717142,-0.0231723,0.0142545,-0.00460597,0.0864336,0.740024,0.275918,-0.0306692,0.208064,-0.0751899,0.142533,-0.0551026,0.0966489,-0.0376373,0.0654605,-0.0255128,0.00932355,-0.00363418
-12.6017,0.932892,0.605946,3,7,0,13.4989,1.15122,0.992248,1.33414,0.551683,2.76684,3.41439,0.0872128,0.754131,0.29069,-0.0278717,0.217595,-0.0837236,0.144608,-0.0609192,0.0945678,-0.040338,0.0616985,-0.0263656,0.0072791,-0.00311156,0.0845751,0.706755,0.245047,-0.0338182,0.188453,-0.0589043,0.136869,-0.0441879,0.0990594,-0.0320449,0.0716791,-0.0231905,0.0142182,-0.0046001
-11.7815,0.989792,0.605946,3,7,0,13.4088,1.32884,1.16662,0.920014,0.575134,2.7742,3.43934,0.0871822,0.753575,0.290087,-0.0280022,0.217204,-0.0833662,0.144531,-0.0606735,0.0946646,-0.0402275,0.0618619,-0.0263345,0.00735835,-0.00313338,0.0844757,0.704991,0.24355,-0.0338787,0.187508,-0.058169,0.136547,-0.0436969,0.0991101,-0.0317756,0.0719231,-0.0230618,0.0144741,-0.00464108
-12.7205,0.759145,0.605946,3,7,0,16.852,0.912173,0.952079,0.982133,0.674857,2.69687,2.44739,0.0875045,0.759436,0.296534,-0.026535,0.221405,-0.0872281,0.14532,-0.0633395,0.0935759,-0.0414115,0.060071,-0.0266495,0.00653001,-0.00289833,0.0885555,0.778658,0.319141,-0.0201492,0.236408,-0.101445,0.147511,-0.0734033,0.0888168,-0.0455976,0.0530298,-0.0274263,0.00397363,-0.00205996
